trialNum,LineNum,presentedTarget,status,movementTime,timeInSession,timeUntilFingerMoved,timeUntilFingerLifted,timeUntilTarget,genstim.position.x,genstim.target,v.position,target,endPoint
1,2,"text=""0.5"";generic=""image1""",OK,1.28,1.74,0.167,1.75,0.184,0,image1,,0.5,0.507
