trialNum,LineNum,presentedTarget,status,movementTime,timeInSession,timeUntilFingerMoved,timeUntilFingerLifted,timeUntilTarget,text.position,text.position.x,text.target,target,endPoint
1,8,7,OK,0.516,12.1,0.237,1.07,0.253,0:258,0,7,7,5.18
2,10,9,OK,0.816,16.8,0.351,1.35,0.367,0:258,0,9,9,7.74
3,7,6,ERR_TooSlowGlobal,0,20.3,2.9,4.3,2.92,0:258,0,6,6,N/A
4,11,10,OK,0.782,27.6,0.32,1.42,0.335,0:258,0,10,10,8.94
5,4,3,OK,0.716,30.2,0.251,1.12,0.268,0:258,0,3,3,1.9
6,6,5,OK,0.765,32.4,0.686,1.57,0.702,0:258,0,5,5,4.92
7,5,4,OK,0.933,34.8,0.385,1.42,0.401,0:258,0,4,4,3.18
8,3,2,OK,0.765,38,0.552,1.4,0.568,0:258,0,2,2,1.65
9,7,6,OK,0.749,43.2,0.368,1.33,0.384,0:258,0,6,6,6.4
10,9,8,OK,0.883,45.4,0.668,1.7,0.684,0:258,0,8,8,8.29
11,2,1,OK,0.902,47.9,0.599,1.6,0.616,0:258,0,1,1,0.597
