trialNum,LineNum,presentedTarget,status,movementTime,timeInSession,timeUntilFingerMoved,timeUntilFingerLifted,timeUntilTarget,text.position,text.position.x,text.target,target,endPoint
1,10,9,OK,2.11,71.7,3.98,6.42,4,0:258,0,9,9,6.24
2,2,1,ERR_FingerLifted,0,80.9,1,4.43,1.02,0:258,0,1,1,N/A
3,9,8,OK,1.42,90.9,0.8,2.52,0.816,0:258,0,8,8,8.24
4,5,4,OK,1.55,96.1,0.6,2.37,0.616,0:258,0,4,4,3.71
5,7,6,OK,1.62,99.8,0.834,2.66,0.849,0:258,0,6,6,6.71
6,3,2,OK,1.7,104,0.434,2.37,0.45,0:258,0,2,2,1.4
7,8,7,OK,2.38,107,0.468,3.11,0.483,0:258,0,7,7,7.32
8,4,3,OK,1.96,111,0.334,2.52,0.35,0:258,0,3,3,2.5
9,6,5,OK,1.65,115,0.317,2.18,0.333,0:258,0,5,5,5.1
10,2,1,OK,1.62,119,0.255,2.1,0.271,0:258,0,1,1,1.4
11,11,10,OK,1.5,122,0.366,2.17,0.383,0:258,0,10,10,9.74
