trialNum,LineNum,presentedTarget,status,movementTime,timeInSession,timeUntilFingerMoved,timeUntilFingerLifted,timeUntilTarget,text.position,text.position.x,text.target,target,endPoint
1,5,4,ERR_StartedSideways,0,17.3,-1,8.48,-1,0:258,0,4,4,N/A
2,8,7,ERR_TooSlowInstantaneous,0,29.7,0.553,3.3,0.569,0:258,0,7,7,N/A
3,7,6,OK,1.58,42.9,0.368,2.25,0.385,0:258,0,6,6,6.04
4,10,9,OK,1.8,49.4,0.386,2.49,0.401,0:258,0,9,9,8.96
5,4,3,ERR_TooSlowGlobal,0,53.2,0.0169,0.338,0.0335,0:258,0,3,3,N/A
6,8,7,OK,1.77,55,0.352,2.44,0.368,0:258,0,7,7,7.06
7,11,10,OK,1.63,60.8,0.533,2.4,0.549,0:258,0,10,10,10.1
8,2,1,OK,1.45,64.4,0.237,1.94,0.253,0:258,0,1,1,0.903
9,3,2,OK,1.57,67.5,0.217,2.05,0.233,0:258,0,2,2,1.62
10,5,4,OK,1.71,70.8,0.267,2.25,0.283,0:258,0,4,4,2.96
11,9,8,OK,2.17,74.4,0.219,2.63,0.234,0:258,0,8,8,8.07
12,6,5,OK,1.37,78.1,0.0176,1.6,0.0341,0:258,0,5,5,5
13,4,3,OK,1.61,80.8,0.22,2.02,0.236,0:258,0,3,3,2.38
