trialNum,LineNum,presentedTarget,status,movementTime,timeInSession,timeUntilFingerMoved,timeUntilFingerLifted,timeUntilTarget,text.position,text.position.x,text.target,target,endPoint
1,9,8,ERR_TooSlowInstantaneous,0,28.2,7.08,12.5,7.1,0:258,0,8,8,N/A
2,7,6,OK,2.7,49.1,1.92,4.93,1.93,0:258,0,6,6,6.28
3,5,4,OK,2.95,59.9,1.22,4.38,1.23,0:258,0,4,4,3.36
4,4,3,OK,2.4,66.5,1,3.57,1.02,0:258,0,3,3,2.14
5,9,8,ERR_TooSlowInstantaneous,0,75,0.982,3.6,0.999,0:258,0,8,8,N/A
6,3,2,OK,1.86,90.9,0.57,2.5,0.585,0:258,0,2,2,1.03
7,8,7,OK,1.78,96,0.55,2.42,0.566,0:258,0,7,7,7.44
8,2,1,OK,1.62,100,0.534,2.37,0.551,0:258,0,1,1,0.861
9,10,9,OK,1.63,104,0.468,2.22,0.484,0:258,0,9,9,9.28
10,11,10,OK,1.48,110,0.434,2.08,0.451,0:258,0,10,10,9.89
11,9,8,OK,1.58,113,0.351,2.08,0.367,0:258,0,8,8,8.28
12,6,5,OK,1.5,117,0.284,1.88,0.301,0:258,0,5,5,5
