trialNum,LineNum,presentedTarget,status,movementTime,timeInSession,timeUntilFingerMoved,timeUntilFingerLifted,timeUntilTarget,text.position,text.position.x,text.target,target,endPoint
1,9,8,OK,2.92,15.2,3.98,7.22,4,0:258,0,8,8,7.76
2,6,5,OK,1.62,29.7,0.669,2.61,0.685,0:258,0,5,5,5.22
3,5,4,OK,2.15,35.3,0.668,3.14,0.684,0:258,0,4,4,3.58
4,10,9,ERR_TooSlowGlobal,0,41.6,0.017,0.324,0.0333,0:258,0,9,9,N/A
5,8,7,OK,2.42,44.4,0.252,2.99,0.268,0:258,0,7,7,7.19
6,2,1,OK,2.02,49.3,0.234,2.52,0.251,0:258,0,1,1,1.17
7,4,3,OK,1.63,55.3,0.435,2.39,0.451,0:258,0,3,3,2.19
8,10,9,OK,1.72,60.7,0.185,2.22,0.201,0:258,0,9,9,8.54
9,11,10,OK,1.27,64.2,0.27,1.78,0.284,0:258,0,10,10,10
10,7,6,OK,2.1,68.6,0.201,2.62,0.217,0:258,0,6,6,6.22
11,3,2,OK,1.93,72.3,0.302,2.55,0.318,0:258,0,2,2,1.93
